Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
1101,30,3,60.0,-0.21092415102181813,1,3,0,0,4,0,18,2,2,0,2,2,5,1920,1950,1,1,13,14,3,0.0,3,4,1,3,0,3,4,290,5,0,0,290,1,4,0,1,438,0,0,-2.1574846645609913,0,0,1,0,1,1,1,3,6,0,5,5,1930.0,2,1,246,4,4,0,0,0,0,0,0,0,0,1,2009,8,4,-1.8618318985708624
1102,20,3,61.0,-0.047739446710517774,1,0,3,0,4,0,12,2,2,0,2,5,5,1971,1971,1,1,6,8,3,0.0,3,4,1,3,3,3,1,412,3,287,251,950,1,4,1,4,950,0,0,-1.0916631975039666,0,0,1,0,3,1,3,5,6,0,5,5,1981.0,2,1,280,4,4,2,0,0,0,0,0,0,0,7,2007,8,4,-0.8569163973706271
1103,20,3,70.0,-0.37915580495099377,1,3,3,0,4,0,12,2,2,0,2,5,7,1960,2002,1,1,13,14,1,45.0,3,4,1,3,3,3,4,588,5,0,422,1010,1,0,1,4,1134,0,0,-0.7086336077803485,0,0,1,0,2,1,3,6,6,0,5,1,1960.0,1,1,254,4,4,2,0,16,0,0,0,0,0,4,2007,8,3,-0.5951316869739272
1104,20,3,79.0,-0.1496397628047613,1,3,3,0,0,0,12,2,2,0,2,6,6,1959,1959,3,1,3,3,3,0.0,3,4,1,3,3,2,0,655,5,0,0,655,1,0,1,4,1194,0,0,-0.5837326546096034,0,1,1,0,3,1,3,6,6,1,1,3,1954.0,0,2,539,4,4,2,0,0,192,0,0,0,0,7,2006,8,4,-0.18134295118559504
1105,160,4,24.0,-0.978060492938859,1,3,3,0,4,0,2,2,2,4,5,5,5,1970,1970,1,1,6,6,1,304.0,3,4,1,3,3,3,5,0,5,0,630,630,1,4,1,4,630,672,0,-0.35891093890226233,0,0,2,1,3,1,3,6,6,0,5,5,1970.0,2,2,440,4,4,2,0,0,0,0,0,0,0,4,2007,8,4,-1.0849224354580755
1106,60,3,98.0,0.25243389008596845,1,0,3,0,0,0,15,2,2,0,5,8,5,1994,1995,1,1,6,6,1,362.0,2,4,2,0,3,0,2,1032,5,0,431,1463,1,0,1,4,1500,1122,0,2.3889100308541287,1,0,2,1,3,1,2,9,6,2,4,1,1994.0,1,2,712,4,4,2,186,32,0,0,0,0,0,4,2010,8,4,2.613842182404975
1107,20,3,114.0,0.024239668077750947,1,0,3,0,0,0,20,1,2,0,2,7,5,1990,1991,3,1,6,6,3,0.0,2,4,2,2,3,2,2,738,5,0,172,910,1,2,1,4,1442,0,0,-0.06747538150385723,1,0,2,0,3,1,2,6,6,1,4,1,1990.0,0,2,719,4,4,2,0,244,0,0,0,0,0,5,2007,8,4,0.16319950636877134
1108,60,3,168.0,1.5743741935680122,1,2,1,0,1,0,8,2,2,0,5,7,5,2006,2006,1,1,12,13,3,0.0,2,4,2,0,1,3,5,0,5,0,868,868,1,0,1,4,887,1134,0,1.1378188165938325,0,0,2,1,3,1,2,9,6,1,2,3,2006.0,1,2,422,4,4,2,0,100,0,0,0,0,0,9,2006,6,5,1.7647308072311632
1109,60,3,69.0,-0.25141991343191256,1,3,3,0,4,0,8,2,2,0,5,6,5,2000,2000,1,1,12,13,3,0.0,3,4,2,2,3,3,5,0,5,0,924,924,1,0,1,4,948,742,0,0.4487818916018889,0,0,2,1,3,1,3,7,6,1,4,1,2000.0,1,2,463,4,4,2,100,48,0,0,0,0,0,11,2007,8,0,0.1817777761388597
1110,20,3,107.0,0.1450059625054806,1,0,3,0,4,0,16,2,2,0,2,8,5,2004,2005,1,1,8,8,2,42.0,2,4,2,0,3,2,2,1039,5,0,797,1836,1,0,1,4,1836,0,0,0.7527075443173685,1,0,2,0,3,1,2,7,6,1,2,1,2004.0,0,3,862,4,4,2,125,185,0,0,0,0,0,3,2009,8,4,1.853822055446814
1111,60,3,69.0,-0.2589903378587255,1,3,3,0,4,0,8,2,2,0,5,6,5,1995,1996,1,1,6,6,3,0.0,3,4,2,2,3,3,2,219,5,0,554,773,1,2,1,4,773,885,0,0.3821680499108249,1,0,2,1,3,1,3,8,6,1,4,1,1995.0,0,2,431,4,4,2,224,84,0,0,0,0,0,6,2008,8,4,0.30000312922124034
1112,60,3,80.0,0.039020020530099946,1,3,3,0,4,0,14,2,2,0,5,7,6,1976,1976,3,1,9,10,1,660.0,3,4,1,3,3,3,0,403,5,0,400,803,1,4,1,4,1098,866,0,1.0191629110816247,0,0,2,1,4,1,3,8,6,1,2,1,1976.0,1,2,483,4,4,2,0,69,0,0,0,0,0,9,2008,8,4,0.587121843849879
1113,20,3,73.0,-0.36713925824176696,1,0,3,0,0,0,12,2,2,0,2,5,7,1957,1957,1,1,14,15,3,0.0,3,4,1,3,3,3,2,708,5,0,108,816,1,4,1,0,816,0,0,-1.370608659585297,1,0,1,0,2,1,3,5,6,0,5,5,1957.0,2,1,308,4,4,2,0,0,0,0,0,0,0,7,2006,8,4,-0.6812673013625188
1114,20,3,66.0,-0.14807761173256181,1,3,3,0,4,0,12,2,2,0,2,5,7,1953,2006,1,1,13,14,3,0.0,3,4,1,3,3,3,1,643,5,0,365,1008,1,2,1,4,1008,0,0,-0.970925609438913,1,0,1,0,2,1,2,6,6,0,5,1,1953.0,2,1,240,4,4,2,0,18,0,0,0,0,0,5,2007,8,4,-0.6035763550512401
1115,20,3,90.0,-0.5714205522986231,1,3,3,0,4,0,17,2,2,0,2,5,7,1954,2000,1,1,8,8,3,0.0,3,2,1,3,3,3,4,415,5,0,418,833,1,0,1,4,833,0,0,-1.3352200561869194,0,0,1,0,2,1,2,4,6,0,5,5,1955.0,2,1,326,4,4,2,0,0,0,0,0,0,0,8,2006,8,4,-0.8991397377571916
1116,20,3,93.0,0.23188559521319058,1,3,3,0,4,0,16,2,2,0,2,8,5,2007,2007,3,1,12,13,2,328.0,2,4,2,0,3,3,2,1004,5,0,730,1734,1,0,1,4,1734,0,0,0.540375923927102,1,0,2,0,3,1,0,7,6,1,2,1,2007.0,1,3,928,4,4,2,0,0,0,0,0,0,0,11,2007,6,5,2.4956168293225947
1117,80,3,69.0,-0.28903170463179256,1,3,3,0,4,0,8,2,2,0,7,8,5,2002,2002,3,1,12,13,3,0.0,2,4,2,2,3,3,2,353,5,0,55,408,1,0,1,4,779,640,0,-0.11535408021930948,1,0,2,1,3,1,2,7,6,1,4,3,2002.0,0,2,527,4,4,2,120,0,0,0,0,0,0,3,2009,8,4,0.2341347182181997
1118,20,3,57.0,-0.047018453907964164,1,0,3,0,2,0,19,1,2,0,2,5,7,1967,2003,1,1,12,13,3,0.0,3,4,1,3,3,3,1,702,5,0,192,894,1,0,1,4,894,0,0,-1.2082374204633286,1,0,1,0,3,1,2,5,6,0,5,1,1967.0,1,2,450,4,4,2,0,0,0,0,0,0,0,5,2008,8,4,-0.6795783677470562
1119,80,3,85.0,0.44097350795373746,1,3,3,0,4,0,19,2,2,0,7,5,6,1958,1987,1,1,8,8,3,0.0,3,2,1,3,3,3,5,0,5,0,533,533,1,4,1,4,1021,580,0,0.26351214439861714,0,1,1,0,3,1,3,6,3,0,5,3,1958.0,1,1,300,4,4,2,280,34,0,0,0,0,0,12,2008,8,4,-0.5106850062007982
1120,20,3,70.0,-0.3118631433793235,1,3,3,0,4,0,12,2,2,0,2,5,5,1959,1959,1,1,3,14,3,0.0,3,4,1,3,3,3,3,369,5,0,671,1040,1,4,1,0,1040,0,0,-0.904311767747849,0,0,1,0,3,1,3,6,6,0,5,1,1959.0,1,1,286,4,4,2,140,0,252,0,0,0,0,7,2006,8,4,-0.6170878239749408
1121,30,4,59.0,-0.22738682001345892,1,3,0,0,4,1,9,2,2,0,2,6,5,1920,1950,1,1,3,3,3,0.0,3,4,0,3,3,3,5,0,5,0,1012,1012,1,4,1,0,1012,0,0,-0.96259887922753,0,0,1,0,2,1,3,6,6,1,2,5,1920.0,2,1,308,4,4,2,0,22,112,0,0,0,0,5,2007,8,4,-0.8754946671407156
1122,20,3,84.0,-0.008565504438438303,1,3,3,0,4,0,5,2,2,0,2,7,5,2005,2006,1,1,12,13,1,196.0,2,4,2,2,3,0,2,24,5,0,1528,1552,1,0,1,4,1552,0,0,0.16150969930917536,0,0,2,0,3,1,2,7,6,0,5,1,2005.0,1,3,782,4,4,2,144,20,0,0,0,0,0,7,2006,6,5,0.7205475994714229
1123,20,3,69.0,-0.147717115331285,1,0,3,0,0,0,7,2,2,0,2,4,3,1956,1956,1,1,0,0,3,0.0,3,4,1,3,3,3,5,0,5,0,672,672,1,0,1,0,960,0,0,-1.0708463719755092,0,0,1,0,3,1,3,5,6,0,5,2,1956.0,2,1,288,4,4,2,64,0,0,0,160,0,0,10,2009,0,0,-0.9835864185303207
1124,20,3,50.0,-0.0901578565940885,1,3,3,0,4,0,7,2,2,0,2,5,9,1947,2008,3,1,12,13,3,0.0,3,0,1,3,3,3,5,0,5,0,698,698,1,0,1,4,698,0,0,-1.6162472008210957,0,1,1,0,2,1,3,4,6,0,5,6,1980.0,3,0,0,5,5,2,0,200,0,0,0,0,0,6,2009,8,4,-0.8822504016025658
1125,80,3,69.0,-0.12380418737992362,1,0,3,0,4,0,8,2,2,0,7,7,5,1992,1992,1,1,6,6,1,170.0,3,4,2,2,3,3,5,0,5,0,384,384,1,2,1,4,812,670,0,0.015791920609972802,0,0,2,1,3,1,2,7,6,1,4,1,1992.0,0,2,392,4,4,2,100,25,0,0,0,0,0,7,2007,8,4,-0.1070298721052415
1126,20,3,60.0,0.03349240904385561,1,3,3,0,4,0,12,2,2,0,2,4,5,1955,1955,1,1,9,10,3,0.0,3,4,1,3,3,3,5,0,5,0,1005,1005,1,4,1,4,1005,0,0,-0.9771706570974502,0,0,1,0,2,1,1,5,6,1,4,5,1977.0,2,2,672,1,1,2,0,0,0,0,0,0,0,11,2009,8,4,-0.9329184100664433
1127,120,3,53.0,-0.7776244938289555,1,3,3,0,4,0,0,2,2,4,2,7,5,2007,2007,3,1,12,13,1,130.0,2,4,2,2,3,3,5,0,5,0,1373,1373,1,0,1,4,1555,0,0,0.16775474696771261,0,0,2,0,2,1,2,7,6,1,4,1,2007.0,0,3,660,4,4,2,143,20,0,0,0,0,0,6,2009,8,4,0.06355242305647911
1128,20,3,182.0,0.5307371118716618,1,2,3,0,0,0,8,2,2,0,2,7,5,2004,2004,3,1,12,13,3,0.0,2,4,2,2,3,0,2,1300,5,0,230,1530,1,0,1,4,1530,0,0,0.11571268314656884,1,0,2,0,3,1,2,7,6,1,2,1,2004.0,0,3,630,4,4,2,144,36,0,0,0,0,0,11,2007,8,3,1.4991459961996723
1129,60,3,59.0,0.19715777522352504,1,0,3,0,4,0,8,2,2,0,5,7,5,2004,2005,1,1,12,13,3,0.0,2,4,2,2,3,0,5,0,5,0,847,847,1,0,1,4,847,1112,0,1.008754498317396,0,0,2,1,4,1,2,8,6,1,2,3,2004.0,0,2,434,4,4,2,100,48,0,0,0,0,0,7,2007,8,4,0.756015205396137
1130,90,4,60.0,-0.3551227115325401,1,3,3,0,4,0,17,2,2,2,6,5,5,1980,1980,1,1,8,8,1,180.0,3,4,1,2,3,1,2,936,5,0,0,936,1,4,1,4,936,0,0,-1.120806753243807,1,0,1,0,2,1,3,4,6,0,5,5,1980.0,2,2,672,4,4,2,49,0,0,0,0,0,0,8,2007,8,4,-0.5106850062007982
1131,50,3,65.0,-0.28254276940881007,1,3,3,0,4,0,18,2,2,0,0,4,3,1928,1950,1,1,14,10,3,0.0,3,4,0,3,3,3,1,622,5,0,500,1122,1,4,1,4,1328,653,0,1.0545515144800024,1,0,2,0,4,1,2,7,3,2,4,5,1981.0,2,2,576,4,4,2,431,44,0,0,0,0,0,12,2009,8,4,-0.5951316869739272
1132,20,3,63.0,0.06689840889550619,1,3,3,0,4,0,11,2,2,0,2,5,5,1991,1992,1,1,6,6,3,0.0,3,4,2,2,3,2,1,212,5,0,762,974,1,4,1,4,974,0,0,-1.0417028162356687,0,0,1,0,3,1,3,5,6,0,5,6,1980.0,3,0,0,5,5,2,0,28,0,0,0,0,0,9,2007,7,0,-1.296039137390898
1133,70,4,90.0,-0.03067595038341567,1,3,3,0,4,0,17,2,2,0,5,6,4,1880,1950,1,1,13,14,3,0.0,3,4,0,3,3,2,5,0,5,0,1008,1008,2,4,1,4,1178,1032,0,1.5312568190816793,0,0,2,0,5,1,1,8,6,0,5,5,1930.0,2,1,205,1,4,0,0,48,0,0,0,0,0,5,2007,8,4,-0.8906950696798788
1134,60,3,80.0,-0.039327864014058994,1,0,3,0,4,0,20,2,2,0,5,8,5,1995,1995,1,1,12,13,3,0.0,2,4,2,2,3,3,2,584,5,0,544,1128,1,0,1,4,1142,878,0,1.1357371340409868,0,0,2,1,3,1,2,8,6,1,4,1,1995.0,1,2,466,4,4,2,0,155,0,0,0,0,0,6,2009,8,4,1.1698039411844692
1135,60,3,57.0,-0.16610243179640208,1,0,1,0,4,0,8,2,2,0,5,6,5,1997,1997,1,1,12,13,3,0.0,3,4,2,2,3,0,5,0,5,0,916,916,1,2,1,4,916,684,0,0.2614304618457714,0,0,2,1,3,1,3,7,6,1,4,1,1997.0,0,2,460,4,4,2,100,38,0,0,0,0,0,8,2007,8,4,-0.02089425771664991
1136,30,4,60.0,-0.4776914879666538,1,3,3,0,0,0,3,2,2,0,2,6,5,1926,1950,1,1,13,14,3,0.0,3,4,0,3,3,3,5,0,5,0,960,960,1,4,0,4,986,0,0,-1.0167226256015196,0,0,1,0,2,1,3,5,6,1,2,5,1926.0,2,1,180,4,4,2,0,128,0,0,0,0,0,5,2007,8,4,-1.1524797800765787
1137,50,3,80.0,-0.06672559051109617,1,3,3,0,4,0,12,2,2,0,0,6,5,1950,1950,1,1,12,13,3,0.0,3,4,1,3,3,3,1,280,5,0,752,1032,1,4,1,0,1032,220,0,-0.46299506654454986,0,0,1,0,3,1,3,6,6,0,5,1,1950.0,2,1,288,4,4,2,0,0,96,0,0,0,0,4,2008,8,0,-0.86536106544794
1138,50,3,54.0,-0.45822468229770635,1,3,3,0,4,0,19,1,2,0,0,5,8,1875,1996,1,1,12,13,3,0.0,3,2,1,3,3,3,5,0,5,0,780,780,1,2,0,4,780,240,0,-0.945945418804764,0,0,1,0,2,1,3,6,6,0,5,6,1980.0,3,0,0,5,5,0,0,0,176,0,0,0,0,5,2010,8,4,-1.287594469313585
1139,20,3,69.0,-0.0404093532178894,1,0,3,0,4,1,11,2,2,0,2,6,5,1977,1977,1,1,9,7,3,0.0,3,4,2,3,3,1,0,1567,5,0,0,1567,1,4,1,4,1567,0,0,0.1927349376018616,1,0,2,0,2,1,2,5,6,2,4,1,1977.0,1,2,714,4,4,2,264,32,0,0,0,0,0,5,2009,8,4,0.43511781845824676
1140,30,3,98.0,-0.17114938141427732,1,0,3,0,4,0,3,2,2,0,2,5,5,1920,1950,1,1,11,12,3,0.0,3,1,0,3,3,3,1,645,5,0,270,915,1,4,1,4,1167,0,0,-0.6399380835364387,0,0,1,0,3,1,3,6,0,1,2,5,1972.0,2,2,495,4,4,2,0,0,216,0,126,0,0,5,2007,8,4,-0.44312766158229494
1141,20,3,60.0,-0.3370978914686999,1,3,3,0,0,0,12,2,2,0,2,5,7,1951,1951,1,1,6,6,3,0.0,3,4,1,3,3,2,0,852,5,0,100,952,1,4,1,4,952,0,0,-1.0874998323982752,1,0,1,0,2,1,3,4,6,0,5,5,1988.0,2,2,840,4,4,2,0,0,0,0,0,0,0,6,2008,0,0,-0.527574342355424
1142,60,3,69.0,0.017870898321860725,1,0,3,0,1,0,14,4,2,0,5,5,7,1976,1976,1,1,9,10,1,44.0,3,2,1,3,3,3,0,381,5,0,399,780,1,0,1,4,1088,780,0,0.8193213860084325,1,0,2,1,4,1,2,9,6,1,4,1,1976.0,2,2,484,4,4,2,448,96,0,0,0,0,0,10,2009,8,4,0.4604518226901855
1144,20,3,69.0,-0.13882487076645716,1,3,3,0,4,0,19,2,2,0,2,5,3,1959,1959,1,1,13,10,3,0.0,3,4,1,3,3,3,2,288,5,0,718,1006,1,4,1,4,1006,0,0,-0.9750889745446045,0,0,1,0,3,1,3,5,6,0,5,6,1980.0,3,0,0,5,5,2,0,24,0,0,0,0,0,7,2008,8,4,-1.5240451754783464
1145,190,3,60.0,0.24330131458695606,1,3,3,0,4,0,7,2,2,1,0,4,4,1941,1950,1,1,8,8,3,0.0,3,1,0,2,3,3,1,348,5,0,324,672,3,1,0,0,672,252,0,-1.1457869438779562,1,0,1,0,2,1,1,5,6,0,5,5,1941.0,2,1,280,4,4,2,0,0,0,0,0,0,0,7,2010,8,4,-1.5240451754783464
1146,50,4,52.0,-0.4704815599411177,1,3,3,0,4,0,3,2,2,0,0,5,6,1928,1950,1,1,8,8,3,0.0,3,4,0,3,3,3,5,0,5,0,1042,1042,1,0,1,4,1042,534,0,0.21147008057747338,0,0,1,0,3,1,3,8,6,1,2,5,1928.0,2,1,225,4,4,2,0,0,0,0,0,0,0,8,2006,8,3,-0.35868098080916594
1147,20,3,69.0,0.12553915683653313,1,3,3,0,4,0,20,2,2,0,2,6,5,1985,1985,1,1,13,15,1,85.0,2,4,1,2,3,3,2,1258,5,0,40,1298,1,4,1,4,1298,0,0,-0.3672376691136453,1,0,2,0,3,1,2,5,6,1,4,1,1985.0,2,2,403,4,4,2,165,26,0,0,0,0,0,5,2006,8,4,0.16488843998423391
1148,70,3,75.0,0.22167153051034777,1,3,0,0,4,0,6,2,2,0,5,7,7,1941,1950,1,1,8,8,3,0.0,3,4,1,3,3,3,4,275,5,0,429,704,1,0,1,4,860,704,0,0.18648988994332436,0,0,1,1,3,1,1,7,6,1,2,1,1941.0,2,1,234,4,4,2,0,0,0,0,0,0,0,7,2009,8,4,0.071997091133792
1149,50,4,69.0,-0.5353709121709426,1,3,3,0,4,0,17,2,2,0,0,7,7,1926,1950,1,1,13,14,3,0.0,3,4,2,3,3,3,5,0,5,0,572,572,1,4,1,4,572,539,0,-0.7565123064958007,0,0,1,0,2,1,3,5,6,1,2,5,1982.0,2,1,288,4,4,2,0,0,176,0,0,0,0,8,2008,8,4,-0.9008286713726542
1150,70,4,50.0,-0.13882487076645716,1,3,3,0,4,0,17,0,2,0,5,7,9,1920,1988,3,1,12,13,3,0.0,3,2,2,3,3,3,0,624,5,0,26,650,1,0,1,4,832,650,0,0.015791920609972802,0,1,1,0,3,1,3,7,6,0,5,5,1930.0,2,2,324,4,4,2,0,0,0,0,0,0,0,7,2009,8,4,-0.4600169977369208
1151,20,3,57.0,-0.22534400707289035,1,0,3,0,4,0,12,2,2,0,2,6,5,1950,1950,1,1,3,3,3,0.0,3,4,1,3,3,3,5,0,5,0,932,932,1,0,1,0,932,0,0,-1.12913348345519,0,0,1,0,2,1,2,4,6,1,2,1,1950.0,2,1,306,4,4,2,0,0,214,0,0,0,0,11,2007,8,4,-0.780914384674811
1152,20,3,134.0,0.9132237936263519,1,3,3,0,4,0,7,2,2,0,2,5,4,1959,1959,1,1,6,10,1,132.0,3,4,1,3,3,3,1,176,5,0,1290,1466,1,4,1,4,1466,0,0,-0.017515000235559214,0,0,1,1,3,1,1,6,6,2,2,1,1959.0,0,2,528,4,4,2,0,140,0,0,100,0,0,11,2006,8,4,-0.3434805782700027
1153,20,3,90.0,0.47582149341049523,1,0,3,0,4,0,6,2,2,0,2,6,7,1956,2004,1,1,10,11,3,0.0,3,4,2,3,3,3,0,296,2,547,230,1073,1,0,1,4,1811,0,0,0.7006654804962248,0,0,1,0,2,1,0,6,6,1,2,1,1956.0,0,2,470,4,4,2,0,0,280,0,0,0,0,7,2006,8,0,1.009355247715524
1154,30,4,69.0,-0.5125394734234116,1,3,3,0,0,0,9,2,2,0,2,6,8,1930,2007,1,1,13,14,3,0.0,2,2,0,3,3,0,0,538,5,0,278,816,1,0,1,4,816,0,0,-1.370608659585297,0,0,1,0,2,1,3,5,6,0,5,5,2002.0,2,1,432,4,4,2,0,0,96,0,0,0,0,6,2008,8,4,-0.8400270612160013
1155,60,3,69.0,0.4259528245672039,1,0,3,0,4,0,12,2,2,0,5,7,6,1965,1988,1,1,12,13,2,288.0,3,4,1,3,3,1,0,454,5,0,410,864,1,4,1,4,902,918,0,0.7194006234718365,0,0,1,2,4,1,2,8,6,2,2,1,1965.0,2,2,492,4,4,2,60,84,0,0,273,0,0,5,2008,8,4,0.5330759681550764
1156,20,3,90.0,0.07362767505267322,1,0,3,0,0,0,24,2,2,0,2,5,8,1976,2004,1,1,9,10,3,0.0,2,2,1,2,3,1,0,1157,5,0,280,1437,1,4,1,4,1437,0,0,-0.07788379426808598,1,0,2,0,3,1,2,6,6,1,1,1,1976.0,1,2,528,4,4,2,0,21,0,0,180,0,0,7,2007,8,4,0.8066832138600144
1157,80,3,85.0,-0.09676695728416325,1,3,3,0,4,0,12,2,2,0,7,5,8,1965,1999,1,1,3,3,3,0.0,3,2,2,3,3,1,0,633,5,0,586,1219,1,2,1,4,1265,0,0,-0.4359331933575551,0,1,2,0,3,1,2,6,6,1,2,1,1965.0,1,2,502,4,4,2,0,92,0,96,0,0,0,10,2008,8,4,0.16319950636877134
1158,120,3,34.0,-0.6193665736684382,1,0,3,0,4,0,16,2,2,3,2,7,5,2007,2008,1,1,12,13,2,166.0,2,4,2,2,3,3,2,904,5,0,410,1314,1,0,1,4,1314,0,0,-0.3339307482681133,1,0,2,0,2,1,2,6,6,1,2,1,2008.0,1,2,626,4,4,2,172,62,0,0,0,0,0,7,2009,8,4,1.009355247715524
1159,20,3,92.0,0.21350027874807354,1,3,3,0,2,0,21,1,2,0,2,8,5,2007,2008,1,1,12,13,2,186.0,2,4,2,2,3,3,5,0,5,0,1580,1580,1,0,1,4,1580,0,0,0.21979681078885638,0,0,2,0,3,1,2,7,6,0,5,1,2008.0,1,3,830,4,4,2,0,24,0,0,0,0,0,6,2008,3,5,1.0959637635164452
1160,60,3,76.0,-0.12440501471538497,1,3,3,0,4,0,14,2,2,0,5,6,6,1974,1974,3,1,6,6,1,270.0,2,4,1,3,3,3,0,442,5,0,459,901,1,4,1,4,943,933,0,0.8359748464311986,0,0,2,1,4,1,2,8,6,1,4,1,1974.0,1,2,540,2,4,2,0,69,0,0,0,0,0,7,2008,8,4,0.24933512075736292
1161,160,3,24.0,-0.9463368096265002,1,3,3,0,4,0,13,2,2,3,5,6,5,1978,1978,1,1,9,2,3,0.0,3,4,1,2,3,3,0,311,5,0,544,855,1,1,1,4,855,601,0,-0.03833182576401672,0,0,2,1,3,1,3,7,6,1,4,1,1978.0,2,2,440,4,4,2,26,0,0,0,0,0,0,7,2010,8,4,-0.40934898927304336
1162,20,3,69.0,0.5554911980926691,1,0,2,0,1,0,6,4,2,0,2,6,7,1954,2006,3,1,6,6,1,72.0,2,4,1,3,3,3,1,728,5,0,568,1296,1,0,1,4,1640,0,0,0.34469776395960144,1,0,1,0,3,1,2,7,6,1,2,5,1993.0,2,2,924,4,4,2,108,0,0,216,0,0,0,11,2008,8,4,0.9080192307877692
1163,20,3,109.0,-0.17199053968392322,1,3,3,0,4,0,19,2,2,0,2,5,5,1968,1968,1,1,12,13,3,0.0,3,4,1,2,3,3,1,492,5,0,402,894,1,2,1,4,894,0,0,-1.2082374204633286,0,0,1,0,3,1,3,5,6,1,3,1,1968.0,0,2,450,4,4,2,0,0,0,0,0,0,0,5,2007,8,4,-0.696467703901682
1164,90,3,60.0,0.32982045089338924,1,3,3,0,4,0,19,1,2,2,6,4,4,1969,1969,1,1,9,10,3,0.0,3,4,1,2,3,0,2,1198,5,0,0,1198,1,4,1,4,1258,0,0,-0.45050497122747535,2,0,0,2,0,2,3,6,6,0,5,4,1969.0,2,2,400,1,4,2,120,0,0,0,0,0,0,1,2008,8,2,-1.0349468897765377
1165,80,3,69.0,0.7211993772129072,1,0,3,0,2,0,24,1,2,0,7,5,7,1978,1978,1,1,9,10,3,0.0,3,4,2,2,3,1,0,680,4,391,289,1360,1,0,1,4,1432,0,0,-0.08829220703231473,1,0,1,1,2,1,2,5,6,1,4,1,1978.0,2,2,588,4,4,2,168,180,0,0,0,0,0,6,2007,8,4,0.4013391461489952
1166,20,3,79.0,-0.07381535306954,1,0,3,0,4,0,16,2,2,0,2,7,5,2009,2009,1,1,12,13,2,268.0,2,4,2,2,3,3,5,0,5,0,1502,1502,1,0,1,4,1502,0,0,0.05742557166688782,0,0,2,0,3,1,2,7,6,0,5,1,2009.0,1,2,644,4,4,2,0,114,0,0,0,0,0,9,2009,6,5,1.062894443325688
1167,20,3,64.0,0.03841919319463861,1,0,3,0,0,0,5,2,2,0,2,8,5,2008,2008,1,1,12,13,2,72.0,2,4,2,2,3,0,5,0,5,0,1694,1694,1,0,1,4,1694,0,0,0.45710862181327194,0,0,2,0,3,1,2,7,6,0,5,1,2008.0,1,3,776,4,4,2,160,33,0,0,0,0,0,2,2010,8,4,1.2686065576890302
1168,60,3,58.0,0.08372157428842375,1,0,3,0,4,0,8,6,2,0,5,6,5,2000,2000,1,1,12,13,3,0.0,3,4,2,2,3,3,2,786,5,0,173,959,1,0,1,4,959,712,0,0.4092299230978197,1,0,2,1,3,1,3,7,6,1,4,1,2000.0,0,2,472,4,4,2,0,38,0,0,0,0,0,2,2006,8,4,0.04666308690185331
1169,70,3,120.0,0.42931745764578744,1,3,3,0,0,0,7,2,2,0,5,6,7,1935,1986,3,1,11,12,3,0.0,3,4,1,3,3,3,4,626,5,0,501,1127,1,0,1,4,1236,872,0,1.3189251986914128,0,0,2,0,4,1,2,7,6,2,4,2,1935.0,2,2,540,4,4,2,0,0,0,0,90,0,0,7,2008,8,4,1.093801928488653
1171,80,3,76.0,-0.03307925972526104,1,3,3,0,4,0,11,2,2,0,7,6,6,1977,1977,1,1,9,10,3,0.0,3,4,1,3,3,0,0,522,5,0,574,1096,1,4,1,4,1118,0,0,-0.7419405286258804,1,0,1,0,3,1,3,6,6,1,3,1,1977.0,0,1,358,4,4,2,203,0,0,0,0,576,0,7,2008,8,4,0.012884414592601695
1172,20,3,76.0,-0.12440501471538497,1,3,3,0,4,0,12,2,2,0,2,6,6,1958,1958,3,1,8,8,3,0.0,3,4,1,3,3,3,0,662,5,0,599,1261,1,0,1,4,1261,0,0,-0.4442599235689381,1,0,1,0,3,1,3,6,6,1,4,1,1958.0,1,2,433,4,4,2,0,0,0,0,288,0,1400,11,2008,8,4,-0.12223027464440472
1173,160,1,35.0,-0.7376093932872302,1,0,3,0,4,0,21,2,2,4,5,7,5,2006,2007,1,1,8,8,3,0.0,2,4,2,2,3,3,5,0,5,0,625,625,1,0,1,4,625,625,0,-0.46715843165024135,0,0,2,1,2,1,2,5,6,0,5,5,2006.0,0,2,625,4,4,2,0,54,0,0,0,0,0,3,2008,8,4,0.028084817131764916
